Name;Address;Datatype;Description;Enhet;Meas interval;Meas unit;New tag
LIC01_01_01_HMI_SP;D2316;REAL;Setpoint från HMI;;30;Sekund;P_THP_LIC01_01_01_HMI_SP
LIC01_02_01_HMI_SP;D2336;REAL;Setpoint från HMI;;30;Sekund;P_THP_LIC01_02_01_HMI_SP
LIC60_00_00_HMI_SP;D2416;REAL;Setpoint från HMI;;30;Sekund;P_THP_LIC60_00_00_HMI_SP
LIC61_00_01_HMI_SP;D2296;REAL;Setpoint från HMI;;30;Sekund;P_THP_LIC61_00_01_HMI_SP
LIC90_00_01_HMI_SP;D5816;REAL;Setpoint från HMI;;30;Sekund;P_THP_LIC90_00_01_HMI_SP
LIC90_00_02_HMI_SP;D5836;REAL;Setpoint från HMI;;30;Sekund;P_THP_LIC90_00_02_HMI_SP
Lindum_PLC_1_CALC;D4520;REAL;IN Kalkylerat värde;;30;Sekund;P_THP_Lindum_PLC_1_CALC
Lindum_PLC_2_CALC;D4530;REAL;IN Kalkylerat värde;;30;Sekund;P_THP_Lindum_PLC_2_CALC
Lindum_PLC_3_CALC;D4540;REAL;IN Kalkylerat värde;;30;Sekund;P_THP_Lindum_PLC_3_CALC
Lindum_PLC_4_CALC;D4550;REAL;IN Kalkylerat värde;;30;Sekund;P_THP_Lindum_PLC_4_CALC
Lindum_PLC_5_CALC;D4560;REAL;IN Kalkylerat värde;;30;Sekund;P_THP_Lindum_PLC_5_CALC
Lindum_PLC_6_CALC;D4570;REAL;IN Kalkylerat värde;;30;Sekund;P_THP_Lindum_PLC_6_CALC
LS03_01_01;XE9;BOOL;Överfyllnadsskydd buffertank septik ;Av/på;0;Ved Endring;P_THP_LS03_01_01
LS04_01_01;X45;BOOL;Överfyllnadsskydd Fetttank 1 ;Av/på;0;Ved Endring;P_THP_LS04_01_01
LS04_02_01;X46;BOOL;Överfyllnadsskydd Fetttank 2 ;Av/på;0;Ved Endring;P_THP_LS04_02_01
LS60_00_01;X19F;BOOL;Fuktvakt vid råtnetankar botten;Av/på;0;Ved Endring;P_THP_LS60_00_01
LS60_00_01_TID;;BOOL;LS60.00.01 tidsfördröjd;Av/på;0;Ved Endring;P_THP_LS60_00_01_TID
LS72_00_01;X110;BOOL;Nivåvakt ;Av/på;0;Ved Endring;P_THP_LS72_00_01
LS90_00_01;X136;BOOL;Nivåvakt ;Av/på;0;Ved Endring;P_THP_LS90_00_01
LT01_00_01_CALC;D2504;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT01_00_01_CALC
LT01_01_01_CALC;D2524;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT01_01_01_CALC
LT01_02_01_CALC;D2544;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT01_02_01_CALC
LT03_00_01_CALC;D3664;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT03_00_01_CALC
LT04_00_01_CALC;D2624;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT04_00_01_CALC
LT04_01_01_CALC;D2644;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT04_01_01_CALC
LT04_02_01_CALC;D2664;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT04_02_01_CALC
LT60_00_00_CALC;D2724;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT60_00_00_CALC
LT60_01_00_CALC;D2744;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT60_01_00_CALC
LT60_01_01_CALC;D2764;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT60_01_01_CALC
LT60_02_00_CALC;D2784;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT60_02_00_CALC
LT60_02_01_CALC;D2804;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT60_02_01_CALC
LT61_00_01_CALC;D3104;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT61_00_01_CALC
LT70_00_01_CALC;D3204;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT70_00_01_CALC
LT71_00_01_CALC;D3284;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT71_00_01_CALC
LT71_00_02_CALC;D3304;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT71_00_02_CALC
LT71_00_03_CALC;D3324;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT71_00_03_CALC
LT72_00_01_CALC;D3404;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT72_00_01_CALC
LT90_00_01_CALC;D3504;REAL;Kalkylerat värde;;30;Sekund;P_THP_LT90_00_01_CALC
PAR_RK1_LT60_01_00K_CALC;D5194;REAL;LT60.01.00K = kompenserat med gastryck;;30;Sekund;P_THP_PAR_RK1_LT60_01_00K_CALC
PAR_RK2_LT60_02_00K_CALC;D5624;REAL;LT60.02.00K = kompenserat med gastryck;;30;Sekund;P_THP_PAR_RK2_LT60_02_00K_CALC
PCE71_01_01_AI1_CALC;D3704;REAL;Kalkylerat värde;;30;Sekund;P_THP_PCE71_01_01_AI1_CALC
PCE71_01_01_AI2_CALC;D3724;REAL;Kalkylerat värde;;30;Sekund;P_THP_PCE71_01_01_AI2_CALC
PCE71_01_01_AI3_CALC;D3744;REAL;Kalkylerat värde;;30;Sekund;P_THP_PCE71_01_01_AI3_CALC
PCE71_01_01_D;XEA;BOOL;Centrifug Drift;Av/på;0;Ved Endring;P_THP_PCE71_01_01_D
PCE71_01_01_SCROLLSPD;D9020;REAL;Profibus noxon;;30;Sekund;P_THP_PCE71_01_01_SCROLLSPD
PCE71_01_01_SP_1_CALC;D4420;REAL;IN Kalkylerat värde;;30;Sekund;P_THP_PCE71_01_01_SP_1_CALC
PCE71_01_01_SP_2_CALC;D4430;REAL;IN Kalkylerat värde;;30;Sekund;P_THP_PCE71_01_01_SP_2_CALC
PCE71_01_01_SP_3_CALC;D4440;REAL;IN Kalkylerat värde;;30;Sekund;P_THP_PCE71_01_01_SP_3_CALC
PCE71_02_01_AI1_CALC;D3764;REAL;Kalkylerat värde;;30;Sekund;P_THP_PCE71_02_01_AI1_CALC
PCE71_02_01_AI2_CALC;D3784;REAL;Kalkylerat värde;;30;Sekund;P_THP_PCE71_02_01_AI2_CALC
PCE71_02_01_AI3_CALC;D3804;REAL;Kalkylerat värde;;30;Sekund;P_THP_PCE71_02_01_AI3_CALC
PCE71_02_01_D;XF5;BOOL;Centrifug Drift;Av/på;0;Ved Endring;P_THP_PCE71_02_01_D
PCE71_02_01_SCROLLSPD;D9120;REAL;Profibus noxon;;30;Sekund;P_THP_PCE71_02_01_SCROLLSPD
PCE71_02_01_SP_1_CALC;D4450;REAL;IN Kalkylerat värde;;30;Sekund;P_THP_PCE71_02_01_SP_1_CALC
PCE71_02_01_SP_2_CALC;D4460;REAL;IN Kalkylerat värde;;30;Sekund;P_THP_PCE71_02_01_SP_2_CALC
PCE71_02_01_SP_3_CALC;D4470;REAL;IN Kalkylerat värde;;30;Sekund;P_THP_PCE71_02_01_SP_3_CALC
PCO03_01_01_ACC_CURR;D806;REAL;Aktuell ström från frekv.;;30;Sekund;P_THP_PCO03_01_01_ACC_CURR
PCO03_01_01_ACC_SPEED;D804;REAL;Aktuell speed från frekv. 0.0-50.0 Hz;;30;Sekund;P_THP_PCO03_01_01_ACC_SPEED
PCO03_01_01_DRIFTSKLAR;D905.A;BOOL;PCO03_01_01 Frekvensomformare driftsklar;Av/på;0;Ved Endring;P_THP_PCO03_01_01_DRIFTSKLAR
PCO94_01_01_D;XBE;BOOL;Kompressor Drift;Av/på;0;Ved Endring;P_THP_PCO94_01_01_D
PCO94_01_02_D;XC1;BOOL;Kompressor Drift;Av/på;0;Ved Endring;P_THP_PCO94_01_02_D
PCV01_00_01_ACC_CURR;D494;REAL;Aktuell ström från frekv.;;30;Sekund;P_THP_PCV01_00_01_ACC_CURR
PCV01_00_01_ACC_SPEED;D492;REAL;Aktuell speed från frekv. 0.0-50.0 Hz;;30;Sekund;P_THP_PCV01_00_01_ACC_SPEED
PCV01_00_01_B_REF;D4816;INT;Referens speed 0-12000 till frekv.omf som inte har PID;;30;Sekund;P_THP_PCV01_00_01_B_REF
PCV01_00_01_DRIFTSKLAR;D904.0;BOOL;PCV01_00_01 Frekvensomformare driftsklar;Av/på;0;Ved Endring;P_THP_PCV01_00_01_DRIFTSKLAR
PCV01_00_01_F_REF;D4800;INT;Referens speed 0-12000 till frekv.omf som inte har PID;;30;Sekund;P_THP_PCV01_00_01_F_REF
PCV01_00_01NY_RUNNING;M1981;BOOL;PCV01_00_01NY Running fram eller back;Av/på;0;Ved Endring;P_THP_PCV01_00_01NY_RUNNING
PCV01_00_02_ACC_CURR;D506;REAL;Aktuell ström från frekv.;;30;Sekund;P_THP_PCV01_00_02_ACC_CURR
PCV01_00_02_ACC_SPEED;D504;REAL;Aktuell speed från frekv. 0.0-50.0 Hz;;30;Sekund;P_THP_PCV01_00_02_ACC_SPEED
PCV01_00_02_B_REF;D4802;INT;Referens speed 0-12000 till frekv.omf som inte har PID;;30;Sekund;P_THP_PCV01_00_02_B_REF
PCV01_00_02_DRIFTSKLAR;D904.1;BOOL;PCV01_00_02 Frekvensomformare driftsklar;Av/på;0;Ved Endring;P_THP_PCV01_00_02_DRIFTSKLAR
PCV01_00_02_F_REF;D4801;INT;Referens speed 0-12000 till frekv.omf som inte har PID;;30;Sekund;P_THP_PCV01_00_02_F_REF
PCV01_00_02_RUNNING;M2641;BOOL;PCV01_00_02 Running fram eller back;Av/på;0;Ved Endring;P_THP_PCV01_00_02_RUNNING
PCV71_00_01_D;X100;BOOL;Skruvtransportör Drift;Av/på;0;Ved Endring;P_THP_PCV71_00_01_D
PCV71_00_02_D;X107;BOOL;Skruvtransportör Drift;Av/på;0;Ved Endring;P_THP_PCV71_00_02_D
PCV71_00_03_D;X200;BOOL;Container 1 Drift;Av/på;0;Ved Endring;P_THP_PCV71_00_03_D
PCV71_00_04_D;X20C;BOOL;Container 2 Drift;Av/på;0;Ved Endring;P_THP_PCV71_00_04_D
PFA61_00_01_D;XCC;BOOL;Fläkt för gaslagrets yttermembran Drift;Av/på;0;Ved Endring;P_THP_PFA61_00_01_D
PFA61_00_02_ACC_CURR;D650;REAL;Aktuell ström från frekv.;;30;Sekund;P_THP_PFA61_00_02_ACC_CURR
PFA61_00_02_ACC_SPEED;D648;REAL;Aktuell speed från frekv. 0.0-50.0 Hz;;30;Sekund;P_THP_PFA61_00_02_ACC_SPEED
PFA61_00_02_DRIFTSKLAR;D904.D;BOOL;PFA61_00_02 Frekvensomformare driftsklar;Av/på;0;Ved Endring;P_THP_PFA61_00_02_DRIFTSKLAR
PFA61_00_02_F_REF;D4805;INT;Referens speed 0-12000 till frekv.omf som inte har PID;;30;Sekund;P_THP_PFA61_00_02_F_REF
PGA01_00_01_O;X49;BOOL;Påfyllningslucka Öppen;Av/på;0;Ved Endring;P_THP_PGA01_00_01_O
PGA01_00_02_O;X4B;BOOL;Påfyllningslucka Öppen;Av/på;0;Ved Endring;P_THP_PGA01_00_02_O
PIC03_00_01_HMI_SP;D2396;REAL;Setpoint från HMI;;30;Sekund;P_THP_PIC03_00_01_HMI_SP
PMI03_01_01_D;X121;BOOL;Omrörare Buffertank septik Drift;Av/på;0;Ved Endring;P_THP_PMI03_01_01_D
PMI60_01_00_ACC_CURR;D578;REAL;Aktuell ström från frekv.;;30;Sekund;P_THP_PMI60_01_00_ACC_CURR
PMI60_01_00_ACC_SPEED;D576;REAL;Aktuell speed från frekv. 0.0-50.0 Hz;;30;Sekund;P_THP_PMI60_01_00_ACC_SPEED
PMI60_01_00_B_REF;D4810;INT;Referens speed 0-12000 till frekv.omf som inte har PID;;30;Sekund;P_THP_PMI60_01_00_B_REF
PMI60_01_00_DRIFTSKLAR;D904.7;BOOL;PMI60_01_00 Frekvensomformare driftsklar;Av/på;0;Ved Endring;P_THP_PMI60_01_00_DRIFTSKLAR
PMI60_01_00_F_REF;D4809;INT;Referens speed 0-12000 till frekv.omf som inte har PID;;30;Sekund;P_THP_PMI60_01_00_F_REF
PMI60_01_00_RUNNING;M2661;BOOL;PMI60_01_00 Running fram eller back;Av/på;0;Ved Endring;P_THP_PMI60_01_00_RUNNING
PMI60_02_00_ACC_CURR;D590;REAL;Aktuell ström från frekv.;;30;Sekund;P_THP_PMI60_02_00_ACC_CURR
PMI60_02_00_ACC_SPEED;D588;REAL;Aktuell speed från frekv. 0.0-50.0 Hz;;30;Sekund;P_THP_PMI60_02_00_ACC_SPEED
